Unnamed: 0,timestamp,product_id,estimated_stock_pct,quantity,temperature,category,unit_price
625,2022-03-01 13:00:00,3bc6c1ea-0198-46de-9ffd-514ae3338713,0.01,3.2125855885229866,-0.1887341772151898,fruit,3.99
4598,2022-03-03 19:00:00,b40062ea-e0be-41a7-b3b4-258416575039,0.58,3.2125855885229866,-0.7511858974358974,beverages,7.49
7615,2022-03-05 19:00:00,14741abf-3fe6-4c84-8918-4a0afd463aed,0.7,3.2125855885229866,0.17359375,seafood,20.49
2177,2022-03-02 13:00:00,a4734239-0946-4508-8674-c758f829728d,0.85,6.0,-0.3320645161290323,dairy,7.19
3522,2022-03-03 12:00:00,21b94d7d-5ff9-4a69-aa1e-77d37e8068bf,0.59,3.2125855885229866,0.982,cheese,9.99
4738,2022-03-04 09:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.42,3.2125855885229866,0.3136977491961414,dairy,9.19
8517,2022-03-06 14:00:00,7f6922e9-b858-41c6-8765-9750bc5e8a86,0.225,3.2125855885229866,-0.2940066225165562,refrigerated items,5.99
3090,2022-03-03 09:00:00,23c1adc0-a09c-4e0d-a383-5d58fe4c357c,0.89,2.0,0.0883749999999999,baked goods,4.99
8698,2022-03-06 15:00:00,e22ea344-cea3-42fe-bb97-9a99fa7c6987,0.94,3.2125855885229866,-0.8278947368421052,baking,7.49
8015,2022-03-06 10:00:00,edf4ac93-4e14-4a3d-8c60-e715210cf3f9,0.93,2.0,-0.3654071661237785,packaged foods,6.99
353,2022-03-01 11:00:00,6370633a-ac41-42a1-a29e-56c14d63786f,0.4866666666666666,6.0,-0.56,vegetables,2.49
456,2022-03-01 12:00:00,1a98e37e-9c10-43a5-be3e-860555a09cec,0.77,3.2125855885229866,-0.5377210884353741,packaged foods,6.19
5427,2022-03-04 14:00:00,81e2fcc6-1e50-4eff-975f-751f18e76444,0.59,3.2125855885229866,-1.028732876712329,spices and herbs,0.19
239,2022-03-01 10:00:00,8d4e9112-8a1c-4263-b493-9731d04facd6,0.28,3.2125855885229866,1.2843137254901962,kitchen,10.19
3933,2022-03-03 15:00:00,00e120bb-89d6-4df5-bc48-a051148e3d03,0.12,3.2125855885229866,-0.4180677966101694,kitchen,11.19
8807,2022-03-06 16:00:00,97953db0-6328-4c29-8ea6-fbf63256395a,0.29,4.0,-0.1934716981132075,packaged foods,4.99
5034,2022-03-04 11:00:00,c9efdd15-3719-474a-8460-e1b77912c4a2,0.375,3.2125855885229866,-0.1722128851540616,medicine,21.99
2254,2022-03-02 14:00:00,31dc85c1-1c5f-4d5a-a79a-1a302c27192c,0.28,3.2125855885229866,-0.7615593220338983,seafood,18.49
2464,2022-03-02 15:00:00,a9325c1a-2715-41df-b7f4-3078fa5ecd97,0.35,3.2125855885229866,-0.0840863787375415,cleaning products,14.19
6442,2022-03-05 10:00:00,9965f6f9-87a8-44e9-9872-3e483bd0f8f1,0.37,3.2125855885229866,-0.6570819672131148,baked goods,5.99
1018,2022-03-01 16:00:00,486059c8-a06f-4c4d-9938-5e8cca00cbb7,0.28,1.0,0.5600630914826498,cheese,11.19
5719,2022-03-04 16:00:00,9edd33d5-6d29-4094-ba4d-14ab68e85807,0.58,3.2125855885229866,-0.7295779220779222,baby products,9.99
7328,2022-03-05 16:00:00,f4a73cc3-b383-4650-bfa5-970bdcadc737,0.69,3.0,-0.0513677811550152,cleaning products,14.19
1760,2022-03-02 10:00:00,a7c0a48f-0903-4c23-bb0a-d3dc25817c04,0.8,3.2125855885229866,-0.8568403908794788,baking,2.49
10326,2022-03-07 16:00:00,73d0a0ef-a231-49ae-acea-42c67eda1e4f,0.71,3.2125855885229866,-0.2306312292358803,seafood,10.19
9533,2022-03-07 10:00:00,e3dcd026-ef70-4bcf-8e77-71d6740f042d,0.2,3.2125855885229866,-0.3795238095238095,baked goods,10.49
9210,2022-03-06 19:00:00,8850dc95-5d7f-4f18-ba68-78ec90755ed1,0.15,3.2125855885229866,-0.072700964630225,medicine,10.19
1103,2022-03-01 16:00:00,fa9fa800-cd49-4702-b94f-53a53cd4e610,0.36,3.2125855885229866,0.5600630914826498,beverages,14.19
8917,2022-03-06 17:00:00,6f90377e-bf10-44bb-8b76-d4b3a520f31e,0.95,3.2125855885229866,-0.5403174603174603,cheese,6.49
2619,2022-03-02 16:00:00,cee3e2b2-67e4-41a8-9ec5-8f9ddcd84435,0.315,3.2125855885229866,-0.2342153846153846,canned foods,2.99
2664,2022-03-02 17:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.72,3.0,-0.4075666666666666,kitchen,18.49
9190,2022-03-06 19:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,0.37,3.2125855885229866,-0.072700964630225,refrigerated items,8.99
2846,2022-03-02 18:00:00,6e7c011b-47f9-45bb-bc6a-c1b05cc51bb5,0.63,3.2125855885229866,-1.0128666666666666,medicine,20.99
9948,2022-03-07 13:00:00,e68648ff-db44-49e8-849c-6ca52be5eacc,0.6366666666666667,3.2125855885229866,-0.2211224489795918,snacks,0.49
10022,2022-03-07 14:00:00,6e7c011b-47f9-45bb-bc6a-c1b05cc51bb5,0.62,1.0,-0.1055704697986577,medicine,20.99
10220,2022-03-07 15:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.495,2.0,-0.9438484848484848,dairy,9.19
4645,2022-03-04 09:00:00,0e4c10f4-77bc-4c67-86b2-b4da5ded19bf,0.4566666666666666,3.2125855885229866,0.3136977491961414,cleaning products,16.99
2405,2022-03-02 15:00:00,3fbf5c52-e83a-4476-8475-07ce81e1bdb8,0.68,4.0,-0.0840863787375415,snacks,3.99
8753,2022-03-06 16:00:00,364035ab-945a-4c34-9734-5167b787ae5c,0.47,3.2125855885229866,-0.1934716981132075,cleaning products,8.99
9132,2022-03-06 19:00:00,04da844d-8dba-4470-9119-e534d52a03a0,0.41,1.0,-0.072700964630225,fruit,0.49
6014,2022-03-04 18:00:00,a40127d9-b081-4a0b-a154-011320a69c74,0.22,3.2125855885229866,-0.06421926910299,snacks,1.49
1034,2022-03-01 16:00:00,6fdec15b-fd57-4920-a84f-211532cbe46a,0.665,3.2125855885229866,0.5600630914826498,dairy,7.19
3574,2022-03-03 12:00:00,7f6922e9-b858-41c6-8765-9750bc5e8a86,1.0,3.2125855885229866,0.982,refrigerated items,5.99
6060,2022-03-04 19:00:00,049b2171-0eeb-4a3e-bf98-0c290c7821da,0.68,3.2125855885229866,-0.42425,canned foods,2.49
3286,2022-03-03 10:00:00,74e56e59-3407-4f57-b437-25aa27793b0c,0.48,3.2125855885229866,-1.183356890459364,baked goods,10.99
9658,2022-03-07 11:00:00,cc3a1429-09d7-4ded-bec3-7d90d1b344fc,0.31,3.2125855885229866,-1.8472696245733788,refrigerated items,6.99
906,2022-03-01 15:00:00,6f90377e-bf10-44bb-8b76-d4b3a520f31e,0.18,3.0,0.3370588235294117,cheese,6.49
6536,2022-03-05 11:00:00,508c8cb7-6447-4c2f-8843-84aeac9b0aad,0.5,3.2125855885229866,-0.2630555555555555,baked goods,4.19
7393,2022-03-05 17:00:00,69dd6cf3-06a7-4485-ac73-500e515039bf,0.48,3.2125855885229866,-0.2119424460431654,frozen,7.19
6747,2022-03-05 12:00:00,fd77b5cb-498c-40ca-95d1-0f87f13dd0d8,0.87,3.2125855885229866,0.1604294478527606,snacks,3.19
6723,2022-03-05 12:00:00,c9efdd15-3719-474a-8460-e1b77912c4a2,0.65,2.0,0.1604294478527606,medicine,21.99
6958,2022-03-05 14:00:00,5adfc643-aa8e-4140-b2c3-98a946444632,0.51,3.2125855885229866,0.1241104294478527,condiments and sauces,9.19
7148,2022-03-05 15:00:00,99d5e147-5746-43d1-81e3-4a0faccc43bc,0.53,3.0,0.0401650165016501,medicine,22.19
6329,2022-03-05 09:00:00,d290d347-e0de-4970-a4bd-273ec4954bed,0.6,3.2125855885229866,0.1737730061349693,cheese,5.99
10750,2022-03-07 19:00:00,4c529bbb-2443-43c7-806d-6e09c86ea578,0.53,3.2125855885229866,-0.1650773993808049,vegetables,4.49
8293,2022-03-06 12:00:00,e2cd61ba-d5b1-4515-982b-261da2b05f18,0.575,1.0,0.6529874213836478,beverages,11.49
4955,2022-03-04 11:00:00,3dfcdda6-5fd8-498d-8825-2a7af5da3a09,0.28,3.2125855885229866,-0.1722128851540616,baked goods,4.19
10206,2022-03-07 15:00:00,a4734239-0946-4508-8674-c758f829728d,0.08,3.2125855885229866,-0.9438484848484848,dairy,7.19
4975,2022-03-04 11:00:00,64acbd3c-a762-471e-a155-81add019ba3b,0.63,3.2125855885229866,-0.1722128851540616,spices and herbs,3.99
9694,2022-03-07 12:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.3733333333333333,1.0,-0.2360122699386503,fruit,1.49
9417,2022-03-07 10:00:00,1dbe2caf-d1ed-486d-be49-13697c170a30,0.38,3.2125855885229866,-0.3795238095238095,kitchen,18.49
6964,2022-03-05 14:00:00,6880b9bc-31e4-470f-80d6-6a9088e1195a,0.615,3.0,0.1241104294478527,refrigerated items,8.19
3393,2022-03-03 11:00:00,2d2a0893-437e-4e57-94cf-d60deef4fcb5,0.5299999999999999,3.2125855885229866,-0.6946557377049181,personal care,5.49
1901,2022-03-02 11:00:00,ad81b46c-bf38-41cf-9b54-5fe7f5eba93e,0.48,3.0,-0.2682978723404255,fruit,3.99
3105,2022-03-03 09:00:00,3bae2d8d-a9b7-46cf-ad0a-cf268768d934,0.21,3.2125855885229866,0.0883749999999999,baking,3.99
1569,2022-03-02 09:00:00,583b2bb8-926d-4f7d-9c4f-cafbe5b7172a,0.8,2.0,-0.6729003021148036,condiments and sauces,4.19
6920,2022-03-05 14:00:00,21f8aa00-bc6e-4c9d-8acf-2d3bb740f30b,0.755,3.2125855885229866,0.1241104294478527,condiments and sauces,3.19
347,2022-03-01 11:00:00,4e7af07f-e739-4e42-b4a8-b3758acc1e8f,0.635,3.0,-0.56,seafood,16.49
1242,2022-03-01 17:00:00,e8e2570a-283e-41f4-9938-589217280f22,0.39,3.2125855885229866,-0.3764150943396226,meat,8.99
4046,2022-03-03 15:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.62,2.0,-0.4180677966101694,dairy,9.19
8218,2022-03-06 12:00:00,5adfc643-aa8e-4140-b2c3-98a946444632,0.06,3.2125855885229866,0.6529874213836478,condiments and sauces,9.19
8416,2022-03-06 13:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.13,3.2125855885229866,-0.4280838323353293,dairy,9.19
5064,2022-03-04 12:00:00,088aa3ae-70f3-45af-8d63-15102b71bead,0.95,3.0,-1.1509375,dairy,9.49
4830,2022-03-04 10:00:00,707e4237-191c-4cc9-85af-383a6c1cb2ab,0.93,3.0,1.0712881355932202,cleaning products,16.99
7515,2022-03-05 18:00:00,486059c8-a06f-4c4d-9938-5e8cca00cbb7,0.355,4.0,0.6420833333333335,cheese,11.19
9463,2022-03-07 10:00:00,6dfb35a8-9193-4d88-9ba0-a19406a95241,0.31,5.0,-0.3795238095238095,frozen,9.49
1031,2022-03-01 16:00:00,6dfb35a8-9193-4d88-9ba0-a19406a95241,0.35,3.2125855885229866,0.5600630914826498,frozen,9.49
9326,2022-03-07 09:00:00,6232cdff-0954-496a-b645-09c79abbd6e0,0.84,3.2125855885229866,0.3782142857142857,refrigerated items,8.99
7838,2022-03-06 09:00:00,b35e3b8c-1fed-4bf1-9b12-6ebdad2c6b94,0.84,3.2125855885229866,-1.2656643356643358,beverages,15.99
5737,2022-03-04 16:00:00,c8de27d0-2c44-4b5a-b178-59c45d054ccb,0.52,3.2125855885229866,-0.7295779220779222,spices and herbs,0.49
6176,2022-03-04 19:00:00,c1ec2a50-ae9e-4d1e-b591-ca0b2ff209a0,0.2733333333333334,3.0,-0.42425,medicine,14.99
6302,2022-03-05 09:00:00,97953db0-6328-4c29-8ea6-fbf63256395a,0.16,4.0,0.1737730061349693,packaged foods,4.99
763,2022-03-01 14:00:00,5adfc643-aa8e-4140-b2c3-98a946444632,0.11,3.2125855885229866,0.8169688385269122,condiments and sauces,9.19
7692,2022-03-05 19:00:00,a8fab83a-16d4-4db0-a83a-f824ecd8604a,0.14,2.0,0.17359375,condiments and sauces,5.19
6885,2022-03-05 13:00:00,e37658de-3649-4ddb-9c73-b868dd69d3fe,0.41,3.2125855885229866,0.6710204081632654,canned foods,8.49
9608,2022-03-07 11:00:00,7375c0b7-cc84-4cda-aec5-a902fcde85ad,0.48,2.0,-1.8472696245733788,spices and herbs,5.49
1222,2022-03-01 17:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.04,3.2125855885229866,-0.3764150943396226,dairy,9.19
2848,2022-03-02 18:00:00,6f90377e-bf10-44bb-8b76-d4b3a520f31e,0.79,3.2125855885229866,-1.0128666666666666,cheese,6.49
2134,2022-03-02 13:00:00,5da0c0fa-c01e-47a6-85b6-2bfb994fb96a,0.82,3.2125855885229866,-0.3320645161290323,baked goods,10.19
8093,2022-03-06 11:00:00,7629c8b7-16a3-458e-a327-0ccc346f70cf,0.81,3.2125855885229866,-1.4038,cheese,4.99
9307,2022-03-07 09:00:00,3bc6c1ea-0198-46de-9ffd-514ae3338713,0.86,4.0,0.3782142857142857,fruit,3.99
3937,2022-03-03 15:00:00,03a2557a-aa12-4add-a6d4-77dc36342067,0.375,3.0,-0.4180677966101694,baking,5.99
1575,2022-03-02 09:00:00,6880b9bc-31e4-470f-80d6-6a9088e1195a,0.32,3.2125855885229866,-0.6729003021148036,refrigerated items,8.19
509,2022-03-01 12:00:00,80da8348-1707-403f-8be7-9e6deeccc883,0.91,3.2125855885229866,-0.5377210884353741,fruit,0.19
7847,2022-03-06 09:00:00,c52f96fa-ab77-4192-871d-475170299955,0.82,3.2125855885229866,-1.2656643356643358,snacks,1.19
2304,2022-03-02 14:00:00,83c88e75-20c2-45b1-be9d-6cb808707dfb,0.5,4.0,-0.7615593220338983,spices and herbs,4.19
5814,2022-03-04 17:00:00,4e5ee8d4-6c3e-4dc3-b5eb-99d72d1348f0,0.79,3.2125855885229866,-0.2955821917808219,personal care,9.99
4604,2022-03-03 19:00:00,be657df2-49cd-44fb-852e-7204b6c2c5ba,0.315,3.2125855885229866,-0.7511858974358974,dairy,9.19
8099,2022-03-06 11:00:00,81e2fcc6-1e50-4eff-975f-751f18e76444,0.08,3.2125855885229866,-1.4038,spices and herbs,0.19
1259,2022-03-01 18:00:00,1648aa68-761e-439c-88d0-9e4163103fef,0.19,3.2125855885229866,-1.3957432432432433,personal care,16.99
10656,2022-03-07 18:00:00,a6aa5ff4-4eb0-473f-a4b4-0b0557134e29,0.28,3.2125855885229866,0.4096928327645051,frozen,13.99
5425,2022-03-04 14:00:00,7f478817-aa5b-44e9-9059-8045228c9eb0,0.52,3.2125855885229866,-1.028732876712329,meat,11.49
10250,2022-03-07 16:00:00,01ff0803-ae73-4234-971d-5713c97b7f4b,0.4333333333333333,3.2125855885229866,-0.2306312292358803,baby products,14.19
711,2022-03-01 14:00:00,088aa3ae-70f3-45af-8d63-15102b71bead,0.65,3.2125855885229866,0.8169688385269122,dairy,9.49
7688,2022-03-05 19:00:00,a13bd36b-acd1-402a-a009-4d1472e5e34a,0.265,2.0,0.17359375,vegetables,1.99
9908,2022-03-07 13:00:00,981aca3e-e259-473e-a097-b2ee74bdc96e,0.93,3.2125855885229866,-0.2211224489795918,baking,2.19
7271,2022-03-05 16:00:00,89845097-f0ec-4702-bb65-85c67cf94490,0.13,3.2125855885229866,-0.0513677811550152,pets,9.49
6901,2022-03-05 14:00:00,088aa3ae-70f3-45af-8d63-15102b71bead,0.77,3.2125855885229866,0.1241104294478527,dairy,9.49
5501,2022-03-04 15:00:00,16e43054-a634-40c3-98cf-3e84128ceba8,0.83,3.2125855885229866,-1.0840390879478827,baking,7.49
1372,2022-03-01 18:00:00,e5aa230f-25f1-49a2-b8bf-816e95d53747,0.45,3.2125855885229866,-1.3957432432432433,spices and herbs,4.99
712,2022-03-01 14:00:00,0998699f-2fec-454e-b8b0-4f701947fef6,0.2,3.2125855885229866,0.8169688385269122,beverages,15.99
6075,2022-03-04 19:00:00,1836aed0-2d07-4ff2-92e1-c14b182df094,0.78,3.2125855885229866,-0.42425,baked goods,6.99
2485,2022-03-02 15:00:00,cee3e2b2-67e4-41a8-9ec5-8f9ddcd84435,0.64,3.2125855885229866,-0.0840863787375415,canned foods,2.99
10263,2022-03-07 16:00:00,14736243-d346-438f-9535-d80fcb9f3882,0.47,3.0,-0.2306312292358803,fruit,1.49
6443,2022-03-05 10:00:00,99d5e147-5746-43d1-81e3-4a0faccc43bc,0.74,3.2125855885229866,-0.6570819672131148,medicine,22.19
10786,2022-03-07 19:00:00,83c88e75-20c2-45b1-be9d-6cb808707dfb,0.54,3.2125855885229866,-0.1650773993808049,spices and herbs,4.19
1482,2022-03-01 19:00:00,aa8a13dc-c4bf-4743-89fc-7cc6ebb02215,0.12,3.2125855885229866,0.5083333333333333,packaged foods,3.49
9784,2022-03-07 12:00:00,abc7ecb4-9cbf-4276-8d2d-7bdac2ae5e9f,0.6849999999999999,3.2125855885229866,-0.2360122699386503,vegetables,4.99
6069,2022-03-04 19:00:00,100ab1ec-39f5-41bd-984f-485039575827,0.39,3.2125855885229866,-0.42425,medicine,19.99
6013,2022-03-04 18:00:00,a3ec02dd-a6be-4fc0-a8d1-ef34a2addca0,0.51,3.2125855885229866,-0.06421926910299,condiments and sauces,5.19
1794,2022-03-02 10:00:00,e68b76ae-951d-4d82-8168-e78d46711883,0.08,3.2125855885229866,-0.8568403908794788,snacks,4.99
8913,2022-03-06 17:00:00,6b90c486-a466-41f6-8142-dad072221e23,0.82,4.0,-0.5403174603174603,snacks,2.99
1821,2022-03-02 11:00:00,24558ae1-8b93-4227-8349-bb17ca93cf17,0.72,3.2125855885229866,-0.2682978723404255,cleaning products,10.99
3133,2022-03-03 09:00:00,74808ebf-57da-45d2-ab84-cb2cf2a2a797,0.69,3.2125855885229866,0.0883749999999999,baking,7.19
10441,2022-03-07 17:00:00,39a238d9-af77-43ec-8f80-18a790972eb0,0.415,3.2125855885229866,-0.0039877300613496,baked goods,7.49
2609,2022-03-02 16:00:00,b9c11cb8-14ab-4d09-96ce-5ecf041999d3,0.265,1.0,-0.2342153846153846,baby products,15.99
